번호,개방서비스명,인허가일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),의료기관종별명,의료인수,입원실수,병상수,총면적,진료과목내용,진료과목내용명,지정취소일자,완화의료지정형태,완화의료담당부서명,구급차특수,구급차일반,총인원,구조사수,허가병상수,최초지정일자,관리주체
339,병원,2007-04-30,1,영업/정상,1,정상,,,,,415494114,,,충청남도 아산시 온천동  230번지 1호 1호,충청남도 아산시 온천대로 1446 (온천동),,아산삼성요양병원,2018-07-19 0:00,2023-07-14 0:18,요양병원(일반요양병원),199803.4707,364554.906,의사,8,38,236,0,"내과, 일반외과, 재활의학과, 가정의학과, 정형외과, 신경과","내과, 일반외과, 재활의학과, 가정의학과, 정형외과, 신경과",,,,0,0,,,0,,시군구(위임)
340,병원,2015-01-16,1,영업/정상,1,정상,,,,,418507500,,,충청남도 공주시 신관동  606번지 4호 4호,충청남도 공주시 번영2로 18-10 (신관동),,굿헬스요양병원,2016-07-15 15:34,2023-07-14 0:18,요양병원(일반요양병원),211849.1903,329774.309,의사,6,14,84,0,"재활의학과, 내과, 가정의학과","재활의학과, 내과, 가정의학과",,,,0,0,,,0,,시군구(위임)
341,병원,2015-01-30,1,영업/정상,1,정상,,,,,418527979,,,,충청남도 공주시 금벽로 351 (신관동),,맑은마음병원,2015-07-01 0:00,2023-07-14 0:18,정신병원,211267.0038,330063.7228,의사,12,36,318,0,정신건강의학과,정신건강의학과,,,,0,0,,,0,,시군구(위임)
342,병원,2017-02-14,1,영업/정상,1,정상,,,,,415765700,,,,"충청남도 천안시 서북구 불당33길 1,  (불당동)층 (불당동)",,앙즈로여성병원,2020-12-16 13:46,2020-12-18 2:40,병원,209473.3289,367678.5884,의사,24,31,56,2732.61,,,,,,0,0,,,0,,시군구(위임)
343,병원,2017-03-23,1,영업/정상,1,정상,,,,,414150001,,,충청남도 천안시 서북구 불당동  1620번지,충청남도 천안시 서북구 불당33길 18 (불당동),,서울대정병원,2020-03-06 10:54,2020-04-28 0:23,병원,209566.0054,367803.7787,의사,56,47,160,4780,,,,,,0,0,,,0,,시군구(위임)
344,병원,2017-07-05,1,영업/정상,1,정상,,,,,414250099,,,충청남도 아산시 배방읍 장재리 1755번지,충청남도 아산시 배방읍 고속철대로 147,,천안센텀정형외과신경외과병원,2021-01-11 21:05,2021-01-13 2:40,병원,209368.1965,366233.8838,의사,20,19,79,2693,,,,,,0,0,,,0,,시군구(위임)
345,병원,2017-09-22,1,영업/정상,1,정상,,,,,415717581,,,충청남도 천안시 서북구 불당동  1488번지,충청남도 천안시 서북구 불당25로 200 (불당동),,SG삼성조은병원,2021-01-11 21:05,2021-01-13 2:40,병원,209670.8838,368612.2603,의사,42,37,207,4117.91,,,,,,0,0,,,0,,시군구(위임)
346,병원,2013-07-05,1,영업/정상,1,정상,,,,,415757100,,,충청남도 천안시 서북구 성정동  1022번지,충청남도 천안시 서북구 쌍용대로 225 (성정동),,다우리재활병원,2020-04-28 10:23,2020-04-30 2:40,병원,211973.2874,368470.587,의사,44,30,152,4027,"4과목(재활의학과, 신경과, 가정의학과, 내과), 주요시설(진료실3, 의무기록실, 조제실, 방사선실, 임상검사실, 소독시설, 운동치료실, 작업치료실, 통증치료실, 소아치료실, 조리실, 구급자동차)","4과목(재활의학과, 신경과, 가정의학과, 내과), 주요시설(진료실3, 의무기록실, 조제실, 방사선실, 임상검사실, 소독시설, 운동치료실, 작업치료실, 통증치료실, 소아치료실, 조리실, 구급자동차)",,,,0,0,,,0,,시군구(위임)
347,병원,2018-07-24,1,영업/정상,1,정상,,,,,415819999,,,충청남도 천안시 서북구 불당동  1840번지 0호 0호,"충청남도 천안시 서북구 불당34길 18-0, 마디손정형외과병원층 (불당동)",,마디손정형외과병원,2020-03-23 23:02,2020-04-28 0:23,병원,209425.1917,367232.6368,의사,10,23,75,1768.22,,,,,,0,0,,,0,,시군구(위임)
348,병원,2010-03-04,1,영업/정상,1,정상,,,,,415622021,,,충청남도 천안시 서북구 두정동  633번지,충청남도 천안시 서북구 동서대로 65 (두정동),,두정이진병원,2021-01-11 21:01,2021-01-13 2:40,병원,211575.0232,369413.5704,의사,42,37,66,4607,소아청소년과,소아청소년과,,,,0,0,,,0,,시군구(위임)
349,병원,2019-01-02,1,영업/정상,1,정상,,,,,415671111,,,충청남도 천안시 서북구 불당동  1480번지 0호 0호,"충청남도 천안시 서북구 불당25로 226-0, 골든스퀘어2차층 (불당동)",,서울프라임병원,2021-01-11 21:04,2021-01-13 2:40,병원,209736.2451,368877.7535,의사,10,36,126,0,,,,,,0,0,,,0,,시군구(위임)
350,병원,2019-06-04,1,영업/정상,1,정상,,,,,419362222,,,충청남도 보령시 죽정동  669번지 5호 5호,충청남도 보령시 지장골길 69-0 (죽정동),,의료법인 신드림의료재단 중앙유병원,2020-02-16 16:58,2020-04-28 0:23,병원,164271.6629,317632.3337,,7,43,118,1188.33,,,,,,0,0,,,0,,시군구(위임)
351,병원,2019-09-27,1,영업/정상,1,정상,,,,,415630000,,,충청남도 천안시 서북구 불당동  1489번지 1호 중원타워2 1호,"충청남도 천안시 서북구 불당25로 206-0, 중원타워2층 (불당동,중원타워2)",,아이본병원,2021-01-11 20:59,2021-01-13 2:40,병원,209683.8215,368659.984,의사,19,50,108,2349.29,,,,,,0,0,,,0,,시군구(위임)
352,병원,2002-02-05,1,영업/정상,1,정상,,,,,415791400,,,충청남도 천안시 서북구 쌍용동  494번지 4호 4호,충청남도 천안시 서북구 충무로 165 (쌍용동),,이화병원,2021-01-11 20:59,2021-01-13 2:40,병원,211120.7276,365871.7265,의사,21,33,61,3164,"산부인과, 내과, 외과","산부인과, 내과, 외과",,,,0,0,,,0,,시군구(위임)
353,병원,2020-03-20,1,영업/정상,1,정상,,,,,413589988,,,충청남도 당진시 채운동  312번지 4호 4호,충청남도 당진시 운학길 3-0 (채운동),,9988병원,2022-03-31 15:59,2022-04-02 2:40,병원,166488.765,376852.7983,의사,16,23,85,1915.67,,,,,,0,0,,,0,,시군구(위임)
354,병원,2016-11-03,1,영업/정상,1,정상,,,,,415756000,,,,"충청남도 천안시 서북구 불당대로 268,  (쌍용동)층 (쌍용동)",,본정형외과병원,2021-01-11 21:00,2021-01-13 2:40,병원,211163.4847,366480.645,의사,19,21,90,27190,,,,,,0,0,,,0,,시군구(위임)
355,병원,1994-06-11,1,영업/정상,1,정상,,,,,417407814,,,충청남도 논산시 연무읍 죽평리 366번지 4호 4호,충청남도 논산시 연무읍 득안대로 450-8,,육군훈련소 지구병원,2021-01-11 21:02,2021-01-13 2:40,병원,208901.1933,290034.564,,42,14,112,3078,"내과,외과,정형외과,안과,신경외과,피부과,비뇨기과,이비인후과,정신과,진단방사선과,마취통증의학과,
치과,신경과,가정의학과","내과,외과,정형외과,안과,신경외과,피부과,비뇨기과,이비인후과,정신과,진단방사선과,마취통증의학과,
치과,신경과,가정의학과",,,,0,0,,,0,,시군구(위임)
356,병원,2005-01-27,1,영업/정상,1,정상,,,,,419318330,,,충청남도 보령시 궁촌동  156번지 12호 12호,충청남도 보령시 대해로 52 (궁촌동),,(신)제일병원,2020-03-03 11:02,2020-04-28 0:23,병원,163431.6369,315940.5853,의사,8,35,152,0,"내과,소아과,신경외과,정형외과,","내과,소아과,신경외과,정형외과,",,,,0,0,,,0,,시군구(위임)
357,병원,2006-02-27,1,영업/정상,1,정상,,,,,413352255,,,충청남도 예산군 예산읍 관작리 333번지 7호 7호,충청남도 예산군 예산읍 신례원로 26,,예산명지병원,2019-11-11 8:33,2020-04-28 0:23,병원,185116.1922,356932.435,의사,15,38,181,7828,"내과,일반외과,정형외과,산부인과,마취통증의학과","내과,일반외과,정형외과,산부인과,마취통증의학과",,,,0,0,,,0,,시군구(위임)
358,병원,1998-05-01,1,영업/정상,1,정상,,,,,413510200,,,,"충청남도 당진시 당진중앙1로 43,  (읍내동)층 (읍내동)",,당진성모병원,2021-01-11 21:00,2021-01-13 2:40,병원,166731.4748,376920.4251,,20,24,72,2203,,,,,,0,0,,,0,,시군구(위임)
359,병원,2015-10-02,1,영업/정상,1,정상,,,,,413513200,,,충청남도 당진시 읍내동  269번지 5호 5호,충청남도 당진시 당진중앙1로 179 (읍내동),,열린내과병원,2020-03-06 10:52,2020-04-28 0:23,병원,167215.9749,377340.2762,의사,8,8,30,1317,"내과, 영상의학과","내과, 영상의학과",,,,0,0,,,0,,시군구(위임)
360,병원,2002-12-30,1,영업/정상,1,정상,,,,,415463636,,,,"충청남도 아산시 시민로 388,  (온천동)층 (온천동)",,현대병원,2020-01-17 12:05,2020-04-28 0:23,병원,200023.9456,364636.8109,의사,12,24,63,2758,,,,,,0,0,,,0,,시군구(위임)
361,병원,2007-09-21,1,영업/정상,1,정상,,,,,418371200,,,충청남도 부여군 부여읍 동남리 597번지 8호 8호,충청남도 부여군 부여읍 계백로 200,,학교법인건양학원건양대학교부여병원,2020-04-28 10:21,2020-04-30 2:40,병원,191078.4775,308321.9683,,19,22,107,3161,"내과, 정형외과, 외과, 소아청소년과, 마취통증의학과, 영상의학과, 가정의학과, 산부인과","내과, 정형외과, 외과, 소아청소년과, 마취통증의학과, 영상의학과, 가정의학과, 산부인과",,,,0,0,,,0,,시군구(위임)
362,병원,2004-06-04,1,영업/정상,1,정상,,,,,415456114,,,충청남도 아산시 모종동  568번지 8호 8호,충청남도 아산시 번영로230번길 13 (모종동),,미래한국병원,2021-01-11 21:04,2021-01-13 2:40,병원,201388.64,364617.8466,의사,14,31,148,4696,"내과, 외과, 정형외과, 신경외과, 마취통증의학과, 영상의학과","내과, 외과, 정형외과, 신경외과, 마취통증의학과, 영상의학과",,,,0,0,,,0,,시군구(위임)
363,병원,1988-06-03,1,영업/정상,1,정상,,,,,419518282,,,충청남도 서천군 서천읍 사곡리 289번지 1호 1호,충청남도 서천군 서천읍 서천로 184,,의료법인 서해병원,2021-01-11 21:02,2021-01-13 2:40,병원,171788.4592,287151.506,,15,24,95,5286,"내과,소아과,가정의학과, 진단방사선과, 산부인과","내과,소아과,가정의학과, 진단방사선과, 산부인과",,,,0,0,,,0,,시군구(위임)
364,병원,1996-11-07,1,영업/정상,1,정상,,,,,415724567,,,충청남도 천안시 서북구 쌍용동  1197번지,충청남도 천안시 서북구 미라2길 18-11 (쌍용동),,혜성산부인과병원,2020-04-28 10:21,2020-04-30 2:40,병원,211574.2104,366623.5914,의사,10,33,45,3692,"산부인과,소아과","산부인과,소아과",,,,0,0,,,0,,시군구(위임)
365,병원,2009-07-31,1,영업/정상,1,정상,,,,,415336119,,,충청남도 아산시 풍기동  16번지 1호 1호,"충청남도 아산시 온천대로1740번길 9, 아람빌딩층 (풍기동)",,아람메디컬병원,2020-03-23 23:01,2020-04-28 0:23,병원,202580.0894,363658.6463,의사,13,26,180,1226,정신과,정신과,,,,0,0,,,0,,시군구(위임)
366,병원,2009-08-14,1,영업/정상,1,정상,,,,,415403900,,,충청남도 아산시 권곡동  540번지 2호 2호,충청남도 아산시 충무로 74 (권곡동),,리더스아산병원,2021-01-11 21:00,2021-01-13 2:40,병원,200525.477,365128.4443,의사,15,26,133,3485,"정형외과, 내과, 마취통증의학과, 영상의학과","정형외과, 내과, 마취통증의학과, 영상의학과",,,,0,0,,,0,,시군구(위임)
367,병원,2010-01-13,1,영업/정상,1,정상,,,,,415778888,,,충청남도 천안시 서북구 쌍용동  395번지 9호 9호,충청남도 천안시 서북구 충무로 158-13 (쌍용동),,미즈나래여성병원,2019-04-10 13:16,2020-04-28 0:23,병원,211192.1134,365734.4927,의사,5,33,67,6996,산부인과,산부인과,,,,0,0,,,0,,시군구(위임)
368,병원,2010-04-21,1,영업/정상,1,정상,,,,,4115442800,,,,충청남도 천안시 서북구 한들3로 9 (백석동),,서울우리병원,2020-04-28 10:20,2020-04-30 2:40,병원,210948.7783,369227.7337,의사,24,19,81,1382.85,"신경외과, 영상의학과, 마취통증의학과","신경외과, 영상의학과, 마취통증의학과",,,,0,0,,,0,,시군구(위임)
369,병원,2010-07-01,1,영업/정상,1,정상,,,,,416322072,,,충청남도 홍성군 홍성읍 내법리 366번지 2호 2호,충청남도 홍성군 홍성읍 대내길 97,,사회복지법인 유일원 홍성한국병원,2015-07-16 0:00,2020-04-28 0:23,병원,170808.326,345817.013,의사,9,96,332,0,"정신과, 내과","정신과, 내과",,,,0,0,,,0,,시군구(위임)
370,병원,2000-10-23,1,영업/정상,1,정상,,,,,418507700,,,,"충청남도 공주시 번영2로 18-10,  (신관동)층 (신관동)",,공주현대병원,2020-01-20 9:59,2020-04-28 0:23,병원,211849.1903,329774.309,의사,13,23,102,3331,,,,,,0,0,,,0,,시군구(위임)
371,병원,2008-01-17,1,영업/정상,1,정상,,,,,416221300,,,충청남도 천안시 서북구 두정동  943번지,충청남도 천안시 서북구 원두정3길 37 (두정동),,화인메트로병원,2021-01-11 21:04,2021-01-13 2:40,병원,212143.9017,370237.1862,의사,23,37,159,6316,"내과,외과,정형외과,비뇨기과,신경외과,소아청소년과,이비인후과,진단영상의학과,응급의학과,마취통증의학과","내과,외과,정형외과,비뇨기과,신경외과,소아청소년과,이비인후과,진단영상의학과,응급의학과,마취통증의학과",,,,0,0,,,0,,시군구(위임)
372,병원,2002-02-28,1,영업/정상,1,정상,,,,,415717000,,,충청남도 천안시 서북구 쌍용동  446번지 14호 14호,충청남도 천안시 서북구 충무로 129 (쌍용동),,예일병원,2020-03-23 23:01,2020-04-28 0:23,병원,210794.095,365749.2558,의사,21,19,56,0,"내과, 일반외과","내과, 일반외과",,,,0,0,,,0,,시군구(위임)
373,병원,2009-04-24,1,영업/정상,1,정상,,,,,415655119,,,충청남도 천안시 서북구 쌍용동  494번지 17호 17호,충청남도 천안시 서북구 충무로 155 (쌍용동),,우리척병원,2021-01-11 21:03,2021-01-13 2:40,병원,211044.0857,365848.8471,의사,8,21,68,2790,"신경외과, 내과, 영상의학과, 미취통증의학과","신경외과, 내과, 영상의학과, 미취통증의학과",,,,0,0,,,0,,시군구(위임)
374,병원,2008-05-02,1,영업/정상,1,정상,,,,,415207010,,,충청남도 천안시 동남구 유량동  398번지 1호 1호,충청남도 천안시 동남구 향교1길 130-23 (유량동),,새로나병원,2021-01-11 21:00,2021-01-13 2:40,병원,215043.5896,367920.8175,의사,34,38,226,5215,"재활의학과, 신경과, 내과, 외과","재활의학과, 신경과, 내과, 외과",,,,0,0,,,0,,시군구(위임)
375,병원,2006-02-14,1,영업/정상,1,정상,,,,,415513391,,,충청남도 천안시 서북구 성정동  1504번지,충청남도 천안시 서북구 성정공원1길 9-4 (성정동),,충무사랑병원,2021-07-29 21:36,2021-07-31 2:40,병원,212327.0362,369485.4505,의사,18,52,272,0,"정신건강의학과, 외과, 내과","정신건강의학과, 외과, 내과",,,,0,0,,,0,,시군구(위임)
376,병원,2000-03-16,1,영업/정상,1,정상,,,,,417548272,,,,"충청남도 금산군 금산읍 비단로 183, 183층",,새금산병원,2021-01-11 21:04,2021-01-13 2:40,병원,244621.1676,289395.8014,의사,11,14,89,2155,,,,,,0,0,,,0,,시군구(위임)
377,병원,2013-05-03,1,영업/정상,1,정상,,,,,415370000,,,충청남도 천안시 서북구 불당동  1536번지 2호 2호,충청남도 천안시 서북구 불당21로 67-18 (불당동),,연세나무병원,2021-01-11 21:03,2021-01-13 2:40,병원,209613.1888,368077.2137,의사,26,27,97,3229,"신경외과, 정형외과, 가정의학과, 마취통증의학과, 영상의학과","신경외과, 정형외과, 가정의학과, 마취통증의학과, 영상의학과",,,,0,0,,,0,,시군구(위임)
378,병원,2013-09-06,1,영업/정상,1,정상,,,,,413632700,,,충청남도 당진시 합덕읍 운산리 256번지 5호 5호,충청남도 당진시 합덕읍 합덕시장로 174-1,,정빈의료재단 합덕아산병원,2020-02-16 16:58,2020-04-28 0:23,병원,179808.1734,367418.6695,,3,17,94,0,"내과, 정신건강의학과, 가정의학과, 정형외과, 신경외과, 외과, 소아청소년과, 비뇨기과","내과, 정신건강의학과, 가정의학과, 정형외과, 신경외과, 외과, 소아청소년과, 비뇨기과",,,,0,0,,,0,,시군구(위임)
379,병원,2014-10-20,1,영업/정상,1,정상,,,,,,,,충청남도 청양군 청양읍 읍내리 331번지 4호 4호,충청남도 청양군 청양읍 중앙로 21,,의료법인칠갑산의료재단 중앙병원,2019-11-07 13:49,2020-04-28 0:23,병원,182197.4797,327573.8528,,1,9,59,0,"내과, 정형외과, 일반외과, 가정의학과, 재활의학과, 방사선과, 임상병리과","내과, 정형외과, 일반외과, 가정의학과, 재활의학과, 방사선과, 임상병리과",,,,0,0,,,0,,시군구(위임)
380,병원,2014-11-10,1,영업/정상,1,정상,,,,,417353488,,,충청남도 논산시 반월동  147번지 1호 1호,충청남도 논산시 해월로 151 (반월동),,고려병원,2021-01-11 21:05,2021-01-13 2:40,병원,207455.6166,300412.262,의사,6,24,65,2994,"외과, 내과, 산부인과, 피부과, 가정의학과, 정형외과(6개과목)","외과, 내과, 산부인과, 피부과, 가정의학과, 정형외과(6개과목)",,,,0,0,,,0,,시군구(위임)
381,병원,2012-12-06,1,영업/정상,1,정상,,,,,415662022,,,충청남도 아산시 배방읍 장재리 1793번지 0호 0호,충청남도 아산시 배방읍 고속철대로 61-0,,이수병원,2020-03-23 22:59,2020-04-28 0:23,병원,209551.8375,365383.4604,의사,21,9,30,1394,"내과, 영상의학과","내과, 영상의학과",,,,0,0,,,0,,시군구(위임)
382,병원,2015-06-19,1,영업/정상,1,정상,,,,,415333391,,,충청남도 아산시 배방읍 공수리 1594번지 0호 0호,충청남도 아산시 배방읍 배방로13번길 13-0,,꿈크는아이병원,2020-04-28 10:11,2020-04-30 2:40,병원,204899.1162,363846.5903,의사,17,34,56,1726,소아청소년과,소아청소년과,,,,0,0,,,0,,시군구(위임)
383,병원,2015-11-06,1,영업/정상,1,정상,,,,,415469800,,,충청남도 아산시 배방읍 장재리 1789번지,충청남도 아산시 배방읍 희망로46번길 45-9,,신도시이진병원,2021-01-11 21:00,2021-01-13 2:40,병원,209510.71,365374.975,의사,30,30,55,2661,,,,,,0,0,,,0,,시군구(위임)
384,병원,2015-09-24,1,영업/정상,1,정상,,,,,415909000,,,충청남도 천안시 동남구 청당동  151번지,충청남도 천안시 동남구 남부대로 350 (청당동),,천안우리병원,2020-12-02 9:16,2020-12-04 2:40,병원,213848.4107,364412.422,의사,63,27,110,0,"신경외과, 진단방사선과, 마취통증의학과","신경외과, 진단방사선과, 마취통증의학과",,,,0,0,,,0,,시군구(위임)
385,병원,2016-03-03,1,영업/정상,1,정상,,,,,416711365,,,충청남도 태안군 태안읍 남문리 640번지 10호 10호,충청남도 태안군 태안읍 동백로 220,,태안열린병원,2020-03-06 10:54,2020-04-28 0:23,병원,136963.841,361372.7388,의사,10,25,134,3133,,,,,,0,0,,,0,,시군구(위임)
386,병원,2017-01-04,1,영업/정상,1,정상,,,,,4115227634,,,충청남도 천안시 서북구 두정동  1036번지,충청남도 천안시 서북구 부성6길 39-11 (두정동),,천안21세기병원,2021-01-11 20:59,2021-01-13 2:40,병원,212230.0991,370584.4589,의사,15,14,72,1853,,,,,,0,0,,,0,,시군구(위임)
387,병원,2010-05-07,2,휴업,2,휴업,,,,,425518275,,,충청남도 계룡시 금암동  145번지,충청남도 계룡시 계룡대로 295 (금암동),,계룡의료재단 계룡병원,2019-11-01 9:27,2020-04-28 0:23,병원,223019.4351,308022.9668,,7,23,113,2204,"내과, 가정의학과, 정형외과, 영상의학과","내과, 가정의학과, 정형외과, 영상의학과",,,,0,0,,,0,,시군구(위임)
388,병원,2008-02-13,3,폐업,3,폐업,2008-02-19,,,,417546500,,,충청남도 금산군 금산읍 상리 175번지 28호 28호,충청남도 금산군 금산읍 인삼로 65,,경희한방병원,2018-07-19 0:00,2023-07-14 0:18,한방병원,243951.5416,289320.0376,한의사,7,12,60,0,"한방(내과,부인과,안.이비인후과.피부과),침구과","한방(내과,부인과,안.이비인후과.피부과),침구과",,,,0,0,,,0,,시군구(위임)
389,병원,2008-05-30,3,폐업,3,폐업,2009-02-05,,,,416745235,,,충청남도 태안군 태안읍 남문리 576번지 18호 18호,충청남도 태안군 태안읍 환동로 82,,길 한방병원,2018-07-19 0:00,2023-07-14 0:18,한방병원,136966.0122,361666.6516,한의사,4,16,80,0,"한방(내과,재활의학과,안이비인후과,부인과,소아과,신경정신과),침구과,사상체질과","한방(내과,재활의학과,안이비인후과,부인과,소아과,신경정신과),침구과,사상체질과",,,,0,0,,,0,,시군구(위임)
390,병원,2010-09-14,3,폐업,3,폐업,,,,,416322332,,,충청남도 홍성군 홍성읍 월산리 529번지 5호 5호,충청남도 홍성군 홍성읍 감계로 130,,홍주요양병원,2014-01-02 0:00,2023-07-14 0:18,요양병원(일반요양병원),167759.4383,344523.2046,한의사,5,10,70,0,"한방내과, 한방안.이비인후.피부과, 외과, 가정의학과","한방내과, 한방안.이비인후.피부과, 외과, 가정의학과",,,,0,0,,,0,,시군구(위임)
391,병원,2011-07-21,3,폐업,3,폐업,2017-07-24,,,,415233575,,,충청남도 천안시 동남구 영성동  80번지 4호 4호,충청남도 천안시 동남구 큰시장길 37 (영성동),,제중요양병원,2019-02-13 16:19,2023-07-14 0:18,요양병원(일반요양병원),213400.8537,366772.4155,한의사,6,15,90,0,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,,시군구(위임)
392,병원,2011-11-30,3,폐업,3,폐업,2012-06-07,,,,413329500,,,충청남도 예산군 예산읍 산성리 648번지 외 1필지,충청남도 예산군 예산읍 금오대로 49-5 (외 1필지),,연세효요양병원,2012-06-09 0:00,2023-07-14 0:18,요양병원(일반요양병원),185053.7082,354745.3252,의사,4,24,130,0,"침구과, 한방내과, 한방신경정신과, 한방재활의학과, 신경과, 신경외과, 정형외과, 재활의학과, 내과","침구과, 한방내과, 한방신경정신과, 한방재활의학과, 신경과, 신경외과, 정형외과, 재활의학과, 내과",,,,0,0,,,0,,시군구(위임)
393,병원,2011-12-03,3,폐업,3,폐업,2013-08-29,,,,416729988,,,충청남도 태안군 태안읍 남문리 627번지 1호 외 2필지 1호,충청남도 태안군 태안읍 환동로 31 (외 2필지),,해오름요양병원,2013-09-02 0:00,2023-07-14 0:18,요양병원(일반요양병원),136721.8992,361207.7093,의사,6,34,210,0,"내과, 가정의학과, 신경과, 마취통증의학과","내과, 가정의학과, 신경과, 마취통증의학과",,,,0,0,,,0,,시군구(위임)
394,병원,2012-02-14,3,폐업,3,폐업,2019-06-01,,,,416338888,,,충청남도 홍성군 홍성읍 고암리 577번지 6호 6호,충청남도 홍성군 홍성읍 조양로 244,,안회당요양병원,2019-06-04 9:39,2023-07-14 0:18,요양병원(일반요양병원),170998.3304,344334.0341,한의사,2,14,100,0,"내과, 재활의학과, 한방내과, 한방재활의학과","내과, 재활의학과, 한방내과, 한방재활의학과",,,,0,0,,,0,,시군구(위임)
395,병원,2012-09-12,3,폐업,3,폐업,,,,,414103332,,,충청남도 천안시 동남구 삼룡동  381번지 22호 3층 22호,"충청남도 천안시 동남구 천안대로 215, 3층층 (삼룡동,3층)",,금비의료재단 천안효한방병원,2013-09-13 0:00,2023-07-14 0:18,한방병원,214670.3923,362906.8475,,8,24,84,0,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과, 한방재활의학과(계 7개과목)","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과, 한방재활의학과(계 7개과목)",,,,0,0,,,0,,시군구(위임)
396,병원,2016-01-28,3,폐업,3,폐업,2017-11-29,,,,419527147,,,충청남도 서천군 화양면 남성리 202번지 1호 1호,충청남도 서천군 화양면 활산로 245,,동서천숲속한방병원,2017-12-19 17:38,2023-07-14 0:18,한방병원,182691.2051,285127.0646,,3,25,139,0,,,,,,0,0,,,0,,시군구(위임)
397,병원,2017-11-07,3,폐업,3,폐업,2018-09-01,,,,419001155,,,충청남도 천안시 동남구 영성동  80번지 4호 파고다주상복합아파트 4호,"충청남도 천안시 동남구 큰시장길 37-0, 파고다주상복합아파트층 (영성동,파고다주상복합아파트)",,중앙한방병원,2019-02-13 16:16,2023-07-14 0:18,한방병원,213400.8537,366772.4155,한의사,3,19,83,2441.8,,,,,,0,0,,,0,,시군구(위임)
398,병원,2005-05-16,3,폐업,3,폐업,2008-02-04,,,,418377114,,,충청남도 부여군 부여읍 저석리 23번지 6호 6호,충청남도 부여군 부여읍 삼충로 776,,연화백제노인전문병원,2014-01-29 0:00,2023-07-14 0:18,요양병원(노인병원),198796.0346,314424.597,의사,8,56,194,0,"내과,신경과,재활의학과,가정의학과,정형외과","내과,신경과,재활의학과,가정의학과,정형외과",,,,0,0,,,0,,시군구(위임)
399,병원,1998-11-11,3,폐업,3,폐업,,,,,418361984,,,충청남도 부여군 규암면 반산리 254번지 1호 1호,충청남도 부여군 규암면 반산로 39,,부여노인전문병원,2018-07-19 0:00,2023-07-14 0:18,요양병원(노인병원),188193.7282,308322.4276,의사,0,98,2560,0,"내과, 가정의학, 예방의학","내과, 가정의학, 예방의학",,,,0,0,,,0,,시군구(위임)
400,병원,2002-02-25,3,폐업,3,폐업,2013-07-03,,,,419352656,,,충청남도 보령시 대천동  154번지 17호 17호,충청남도 보령시 남대천로 14 (대천동),,통합한방병원,2018-07-19 0:00,2023-07-14 0:18,요양병원(일반요양병원),163595.3534,316904.5268,한의사,4,38,188,0,"가정의학과, 피부과, 비뇨기과, 이비인후과, 내과, 침구과","가정의학과, 피부과, 비뇨기과, 이비인후과, 내과, 침구과",,,,0,0,,,0,,시군구(위임)
401,병원,2007-04-30,3,폐업,3,폐업,2009-08-14,,,,418620982,,,세종특별자치시  전동면 미곡리 123번지 4호 4호,세종특별자치시  전동면 모산고개길 96-25,,참사랑요양병원,2014-01-29 0:00,2023-07-14 0:18,요양병원(일반요양병원),219983.7928,351991.7118,의사,6,0,0,0,"내과, 가정의학과, 재활의학과, 일반외과","내과, 가정의학과, 재활의학과, 일반외과",,,,0,0,,,0,,시군구(위임)
402,병원,2002-08-24,3,폐업,3,폐업,2008-12-01,,,,418525233,,,충청남도 공주시 봉정동  145번지,충청남도 공주시 봉정돌고개길 37 (봉정동),,공주노인전문병원,2014-01-29 0:00,2023-07-14 0:18,요양병원(노인병원),208185.1907,326457.5135,의사,0,26,156,0,"재활의학과, 정신과, 가정의학과","재활의학과, 정신과, 가정의학과",,,,0,0,,,0,,시군구(위임)
403,병원,2004-03-31,3,폐업,3,폐업,2010-07-27,,,,418377575,,,충청남도 부여군 임천면 비정리 72번지 1호 1호,충청남도 부여군 임천면 충절로 698,,힐링가든노인전문병원,2018-07-19 0:00,2023-07-14 0:18,요양병원(노인병원),190503.7501,294322.6728,의사,0,32,196,0,"내과, 가정의학과, 신경과, 재활의학과","내과, 가정의학과, 신경과, 재활의학과",,,,0,0,,,0,,시군구(위임)
404,병원,2003-08-08,3,폐업,3,폐업,,,,,416306464,,,충청남도 홍성군 홍성읍 고암리 572번지 3호 3호,충청남도 홍성군 홍성읍 조양로 224,,홍성한방병원,2018-07-19 0:00,2023-07-14 0:18,한방병원,170791.4787,344251.4483,한의사,0,10,62,0,,,,,,0,0,,,0,,시군구(위임)
