시군명,사업장명,소재지우편번호,소재지도로명주소,소재지지번주소,인허가일자,영업상태명,폐업일자,의료기관종별명,병상수(개),의료인수(명),입원실수(개),진료과목내용,연면적(㎡),WGS84위도,WGS84경도
용인시,수지아주병원,448-822,경기도 용인시 수지구 심곡로 27 (상현동),경기도 용인시 수지구 상현동 200,2007-10-15,폐업,2014-10-14,병원,203,8,23,"내과, 정신건강의학과, 정형외과, 신경외과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과, 재활의학과, 가정의학과",2276.4,37.3077684925,127.0766697352
용인시,(의)영문의료재단 영문다보스병원,17154,경기도 용인시 처인구 금령로 132 (마평동),경기도 용인시 처인구 마평동 735번지 2호,1998-12-28,폐업,2009-05-18,병원,115,9,28,"내과, 외과, 정형외과, 신경외과, 소아청소년과",3058.5,37.2349518344,127.2108622369
용인시,의료법인신성의료재단 수지삼성병원,16846,"경기도 용인시 수지구 풍덕천로22번길 15, 수지요양병원 (풍덕천동)",경기도 용인시 수지구 풍덕천동 514번지 1호 수지요양병원,2002-03-20,폐업,2011-09-20,병원,146,20,40,"내과, 외과, 정형외과, 신경외과, 마취통증의학과, 소아청소년과, 이비인후과, 비뇨의학과, 진단검사의학과, 가정의학과",5122.62,37.3168654316,127.0848461455
용인시,강남연세병원,16897,"경기도 용인시 기흥구 죽전로 2 (보정동,1층, 5층)","경기도 용인시 기흥구 보정동 1261번지 2호 1층, 5층",2007-03-28,폐업,2012-04-02,병원,38,3,10,"내과, 신경과, 외과, 정형외과, 소아청소년과, 이비인후과, 비뇨의학과",863.5,37.3202016562,127.1089807048
용인시,러스크병원,448-506,"경기도 용인시 수지구 포은대로 313 (풍덕천동, 거묵상가(2층(201,202,203)~5층))","경기도 용인시 수지구 풍덕천1동 552번지 1호 거묵상가 2층(201,202,203호) ~ 5층",2007-11-20,폐업,2013-03-26,병원,217,27,41,"내과, 신경과, 산부인과, 소아청소년과, 피부과, 재활의학과, 가정의학과, 한방내과, 한방부인과, 한방소아과, 한방재활의학과, 사상체질과, 침구과",2482.3,37.3153313144,127.0869198609
용인시,삼성하나병원,16876,"경기도 용인시 수지구 현암로 153, 7층 701~707호 (죽전동, 건영타운)",경기도 용인시 수지구 죽전동 1188번지 1호 건영타운 7층 701~707호,2015-02-09,폐업,2016-02-01,병원,30,6,7,"내과, 소아청소년과, 이비인후과, 비뇨의학과, 한방내과",710.72,37.3319580770,127.1264390239
용인시,용인삼성병원,16918,경기도 용인시 기흥구 구성로 111 (언남동),경기도 용인시 기흥구 언남동 242번지 5호,2014-04-04,폐업,2016-06-30,병원,52,8,11,"내과, 신경과, 정형외과, 신경외과, 마취통증의학과, 산부인과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과, 영상의학과",1298.9,37.2933628028,127.1214738877
용인시,의료법인장전의료재단차수지병원,448-506,경기도 용인시 수지구 풍덕천로22번길 15 (풍덕천동),경기도 용인시 수지구 풍덕천1동 514번지 1호,2011-11-07,폐업,2016-10-19,병원,49,5,13,"내과, 정신건강의학과, 외과",3512.95,37.3168654316,127.0848461455
용인시,다나병원,446-908,"경기도 용인시 기흥구 흥덕1로79번길 24 (영덕동, 아이비타워 4,5,6,7,9층)","경기도 용인시 기흥구  975번지 1호 아이비타워 4,5,6,7,9층",2011-10-14,폐업,2013-02-07,병원,182,2,30,"내과, 정신건강의학과, 산부인과, 소아청소년과, 이비인후과, 영상의학과, 재활의학과, 가정의학과",4544.5,37.2767692888,127.0715643954
용인시,바른병원,16918,"경기도 용인시 기흥구 구성로 111 (언남동, 채러티디벨로퍼(주))",경기도 용인시 기흥구 언남동 242번지 5호,2016-11-30,폐업,2017-10-17,병원,52,8,11,"내과, 외과, 정형외과, 신경외과, 소아청소년과, 이비인후과, 재활의학과, 가정의학과",862.38,37.2933628028,127.1214738877
용인시,오뉴병원,17048,"경기도 용인시 처인구 중부대로 1349, 3,4,5층 (김량장동)","경기도 용인시 처인구  292번지 5호 3,4,5층",2013-02-15,폐업,2016-04-25,병원,87,17,14,"내과, 정형외과, 마취통증의학과, 소아청소년과",1625.29,37.2352180257,127.1948073879
용인시,신갈을지병원,446-907,경기도 용인시 기흥구 중부대로 321 (신갈동),경기도 용인시 기흥구 신갈동 455번지 19호,1977-01-15,폐업,1997-01-14,병원,20,1,6,"내과, 외과, 산부인과",0,37.2711185452,127.1028732820
의왕시,의료법인 의왕시티의료재단 시티병원,16060,경기도 의왕시 오전천로 29 (오전동),경기도 의왕시 오전동 374번지 1호,2013-10-10,영업/정상,,병원,158,38,28,"내과, 신경과, 외과, 정형외과, 성형외과, 마취통증의학과, 산부인과, 소아청소년과, 피부과, 비뇨의학과, 영상의학과, 재활의학과, 가정의학과, 응급의학과",7272,37.3502838907,126.9767891156
의왕시,의료법인 의왕시티의료재단 시티병원,16060,경기도 의왕시 오전천로 29 (오전동),경기도 의왕시 오전동 374번지 1호,2013-10-10,영업중,,병원,158,41,28,"내과, 신경과, 외과, 정형외과, 성형외과, 마취통증의학과, 산부인과, 소아청소년과, 피부과, 비뇨의학과, 영상의학과, 재활의학과, 가정의학과, 응급의학과",7272,37.3502838907,126.9767891156
의왕시,선병원,16060,경기도 의왕시 오전천로 29,경기도 의왕시 오전동 374-1,2002-05-10,폐업,2013-10-10,병원,200,8,30,"내과, 외과, 신경외과, 성형외과",7272,37.3502838907,126.9767891156
의정부시,연세오케이병원,11696,"경기도 의정부시 경의로 107, 2~6(일부제외)층 (의정부동)",경기도 의정부시 의정부동 166-5,2020-07-13,영업/정상,,병원,65,47,19,"내과, 외과, 정형외과, 신경외과, 마취통증의학과, 영상의학과, 재활의학과, 가정의학과",3678.17,37.7333803488,127.0475658453
의정부시,서울척병원,11698,"경기도 의정부시 태평로 6, 2~5층 (의정부동)",경기도 의정부시 의정부동 99번지 2호 지상2-5층,2012-07-13,영업/정상,,병원,70,58,10,"내과, 정형외과, 신경외과, 마취통증의학과, 영상의학과",3249.07,37.7336099379,127.0486766354
의정부시,우먼피아여성병원,11775,경기도 의정부시 청사로5번길 16 (신곡동),경기도 의정부시 신곡2동 761번지 4호,2003-11-28,영업/정상,,병원,32,12,21,"산부인과, 소아청소년과",3639.77,37.7488863458,127.0701057207
의정부시,연세고든병원,11813,"경기도 의정부시 천보로 44, 5~6층 (민락동)","경기도 의정부시 민락동 804-6번지 , 5~6층",2021-11-17,영업/정상,,병원,71,36,20,"내과, 외과, 정형외과, 신경외과, 마취통증의학과, 영상의학과, 재활의학과, 가정의학과",4400,37.7442920781,127.0962951822
의정부시,의료법인성베드로병원,11686,경기도 의정부시 평화로 622 (의정부동),경기도 의정부시 의정부동 228번지 22호,1995-11-30,영업/정상,,병원,124,81,41,"내과, 정형외과, 신경외과, 마취통증의학과, 영상의학과, 직업환경의학과, 응급의학과",6048.65,37.7475155291,127.0458566149
의정부시,연세베스트병원,11703,"경기도 의정부시 평화로 389, 2~8층 (호원동)",경기도 의정부시 호원동 414-4,2024-01-18,영업/정상,,병원,62,29,18,"내과, 정형외과, 신경외과, 마취통증의학과, 영상의학과, 재활의학과",2280,37.7265763798,127.0478341954
의정부시,튼튼어린이병원,11686,"경기도 의정부시 평화로 647, 미건메디컬프라자 지하1, 2, 3층 (의정부동)",경기도 의정부시 의정부동 235번지 19호 미건메디컬프라자,2017-10-20,영업/정상,,병원,51,15,33,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 소아청소년과, 안과, 이비인후과, 피부과, 비뇨의학과, 영상의학과, 진단검사의학과, 재활의학과, 결핵과",1224,37.7497190283,127.0446285586
의정부시,참튼튼병원,11694,"경기도 의정부시 태평로 66, 1,2,3,4층 (의정부동)",경기도 의정부시 의정부동 126번지 10호,2012-02-16,영업/정상,,병원,79,41,17,"내과, 신경과, 외과, 정형외과, 신경외과, 마취통증의학과, 산부인과, 소아청소년과, 피부과, 비뇨의학과, 영상의학과, 병리과, 재활의학과, 가정의학과",2644.18,37.7384448943,127.0520521600
의정부시,호원병원,11627,"경기도 의정부시 신흥로 145-1, B2-5층 (호원동)",경기도 의정부시 호원2동 345번지 6호  지하2층-지상5층,2012-05-04,영업/정상,,병원,65,14,13,"내과, 신경과, 정형외과, 산부인과, 영상의학과, 가정의학과, 응급의학과",1795.32,37.7290377739,127.0433594067
의정부시,마스터플러스병원,11638,"경기도 의정부시 신흥로 84, 지1, 2~6층 (호원동)","경기도 의정부시 호원동 313-51번지 지1, 2~6층",2015-05-08,영업/정상,,병원,203,65,53,"내과, 신경과, 재활의학과, 한방재활의학과, 침구과",5598.63,37.7235796074,127.0443574400
의정부시,리하트병원,11793,"경기도 의정부시 충의로 3, 1~5층 (용현동)","경기도 의정부시 용현동 46-3번지 , 1~5층",2016-12-02,영업/정상,,병원,178,38,43,"내과, 신경과, 정신건강의학과, 정형외과, 이비인후과, 피부과, 재활의학과, 가정의학과",6893.78,37.7321158525,127.0886669231
의정부시,신여성병원,11650,경기도 의정부시 시민로 50 (의정부동),"경기도 의정부시 의정부동 492번지 3호 ,492-2지상3층",1997-03-15,영업/정상,,병원,34,17,21,"산부인과, 소아청소년과",3212.57,37.7379590057,127.0405580321
의정부시,로체스터재활병원,11710,"경기도 의정부시 평화로 252, 2,4,5,6층 (호원동, 미소프라자)","경기도 의정부시 호원1동 450번지 미소프라자 지상2,4,5,6층",2007-10-16,영업/정상,,병원,165,50,30,"재활의학과, 한방내과, 침구과",4906.17,37.7142640778,127.0477842240
의정부시,로체스터병원,11710,"경기도 의정부시 평화로 252, 2,4,5,6층 (호원동, 미소프라자)","경기도 의정부시 호원1동 450번지 미소프라자 지상2,4,5,6층",2007-10-16,영업중,,병원,165,50,30,"재활의학과, 한방내과, 침구과",4906.17,37.7142640778,127.0477842240
의정부시,고려병원,480-805,경기도 의정부시 의정로 109 (가능동),가능동 225-17  지상1-5층,2007-05-22,폐업,2009-07-29,병원,57,10,16,"내과, 외과, 정형외과, 신경외과, 소아청소년과, 피부과, 비뇨의학과",1034.34,37.7427570934,127.0344446462
의정부시,중앙병원,11690,경기도 의정부시 평화로 609 (의정부동),경기도 의정부시 의정부1동 237번지 7호,1996-12-02,폐업,2015-11-19,병원,105,7,23,"내과, 신경과, 외과, 정형외과, 신경외과, 심장혈관흉부외과, 소아청소년과, 피부과, 비뇨의학과, 재활의학과",2765.79,37.7462341073,127.0454558175
의정부시,연세셀병원,11711,"경기도 의정부시 평화로 243, 호원동 1~7층 (호원동)",경기도 의정부시 호원동 449번지 6호 지상1~7층,2010-11-08,폐업,2017-08-01,병원,62,7,9,"내과, 외과, 정형외과, 신경외과, 소아청소년과, 피부과, 비뇨의학과, 영상의학과, 재활의학과, 가정의학과",1878.73,37.7135759930,127.0469828547
의정부시,이레병원,11651,경기도 의정부시 신흥로232번길 5-8 (의정부동),경기도 의정부시 의정부동 497번지,2015-05-13,폐업,2016-12-09,병원,150,8,27,"신경과, 정신건강의학과, 가정의학과",2144.16,37.7371339728,127.0439565968
의정부시,강남병원,11676,"경기도 의정부시 신촌로 7, 2,3,4층 (가능동)","경기도 의정부시 가능동 604번지 3호 지상2,3,4층",2013-05-15,폐업,2018-02-19,병원,121,3,25,"내과, 외과, 정형외과, 신경외과, 심장혈관흉부외과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과, 영상의학과, 진단검사의학과, 재활의학과, 가정의학과",2283.97,37.7504667396,127.0352931095
의정부시,보니타병원,480-839,"경기도 의정부시 시민로 405, 나동 3,4층 (용현동, DU빌딩)",경기도 의정부시 용현동 407번지 9호,2012-02-01,폐업,2013-07-15,병원,88,10,14,"내과, 외과, 정형외과, 신경외과, 심장혈관흉부외과, 소아청소년과, 피부과, 비뇨의학과, 재활의학과",1762.38,37.7343528482,127.0789398243
의정부시,의료법인해창의료재단신천병원,480-815,경기도 의정부시 서부로 681-2 (가능동),경기도 의정부시 가능1동 109번지 4호,1995-03-22,폐업,2016-08-19,병원,220,101,51,"내과, 외과, 정형외과, 신경외과, 마취통증의학과, 소아청소년과, 영상의학과, 진단검사의학과, 치과",10644,37.7541730440,127.0357694160
의정부시,센텀병원,11753,"경기도 의정부시 호국로1519번길 2-29, 지하2층 ~지상6층 (금오동)",경기도 의정부시 금오동 447번지 5호 외3필지,2007-09-28,폐업,2023-11-15,병원,137,21,30,"내과, 신경과, 외과, 정형외과, 신경외과, 마취통증의학과, 소아청소년과, 영상의학과, 진단검사의학과, 재활의학과, 응급의학과",5757.21,37.7539278546,127.0709620048
의정부시,리하트병원,480-837,"경기도 의정부시 충의로 3, 1-5층 (용현동, 태아빌딩)","경기도 의정부시 용현동 46번지 3호 태아빌딩 지상1,2,3,4,5층",2011-11-04,폐업,2015-04-30,병원,188,27,44,"내과, 마취통증의학과, 비뇨의학과, 재활의학과, 가정의학과",5142.35,37.7321158525,127.0886669231
의정부시,동산병원,480-813,"경기도 의정부시 신촌로 7, 2,3,4층 (가능동)","경기도 의정부시 가능1동 604번지 3호 지상2,3,4층",2009-02-09,폐업,2010-04-13,병원,67,8,10,"내과, 외과, 정형외과, 신경외과, 성형외과, 소아청소년과, 피부과, 비뇨의학과, 가정의학과",1598.42,37.7504667396,127.0352931095
의정부시,새싹병원,480-848,경기도 의정부시 신흥로232번길 5-8 (의정부동),경기도 의정부시 의정부2동 497번지 외1필지,2006-06-16,폐업,2013-02-04,병원,169,11,32,"내과, 정신건강의학과",2152.29,37.7371339728,127.0439565968
이천시,이천엘리야병원,17421,"경기도 이천시 장호원읍 서동대로 8793, 이천엘리야병원",경기도 이천시 장호원읍 장호원리 341번지 이천엘리야병원,2003-08-14,영업/정상,,병원,73,23,23,"내과, 신경과, 외과, 정형외과, 신경외과, 마취통증의학과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과, 영상의학과, 병리과, 재활의학과",2676.38,37.1158952719,127.6121106081
이천시,추새로병원,17364,"경기도 이천시 영창로 189, 3~8층 (창전동)",경기도 이천시 창전동 150번지 11호,2015-10-06,영업/정상,,병원,86,13,20,"내과, 신경과, 정형외과, 신경외과, 마취통증의학과, 영상의학과",3406.74,37.2815153727,127.4436754893
이천시,이천파티마병원,17373,경기도 이천시 경충대로 2560-2 (중리동),경기도 이천시 중리동 467-2,1984-12-29,영업/정상,,병원,89,6,22,"내과, 외과, 정형외과, 직업환경의학과, 한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",2506.96,37.2747663230,127.4490609315
이천시,바른병원,17381,"경기도 이천시 경충대로 2543, 바른병원 (진리동)",경기도 이천시 진리동 9-11 바른병원,2003-01-03,영업/정상,,병원,60,20,18,"내과, 외과, 정형외과, 신경외과, 마취통증의학과, 영상의학과, 재활의학과",2761.55,37.2737573052,127.4503587588
이천시,추새로병원,17364,"경기도 이천시 영창로 189, 3~8층 (창전동)",경기도 이천시 창전동 150번지 11호,2015-10-06,영업중,,병원,86,13,20,"내과, 신경과, 정형외과, 신경외과, 마취통증의학과, 영상의학과",3406.74,37.2815153727,127.4436754893
이천시,서울병원,467-906,경기도 이천시 장호원읍 샘재로145번길 41,경기도 이천시 장호원읍 장호원리 162번지 16호,2014-06-11,폐업,2015-06-19,병원,83,3,13,"내과, 정형외과, 심장혈관흉부외과, 한방내과",1058.34,37.1195650462,127.6288883839
이천시,연세병원,467-900,경기도 이천시 장호원읍 샘재로145번길 41,경기도 이천시 장호원읍 장호원리 162-16번지,2008-12-31,폐업,2012-01-02,병원,58,6,12,"내과, 외과, 정형외과, 신경외과",1526.63,37.1195650462,127.6288883839
파주시,무척조은병원,10816,경기도 파주시 문산읍 방촌로 1675-20,경기도 파주시 문산읍 당동리 905번지,2012-03-02,영업/정상,,병원,99,25,29,"내과, 신경과, 외과, 정형외과, 신경외과, 마취통증의학과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과, 영상의학과, 재활의학과, 가정의학과, 응급의학과",3384.13,37.8639614261,126.7809787305
파주시,연세오상병원,10896,"경기도 파주시 책향기로 830, 월드스퀘어 3,4층 (와동동)",경기도 파주시 와동동 1456-3,2023-04-07,영업/정상,,병원,43,6,14,"내과, 신경과, 외과, 정형외과, 신경외과, 마취통증의학과, 소아청소년과, 피부과, 가정의학과, 한방내과, 한방소아과, 한방안·이비인후·피부과, 한방재활의학과, 사상체질과, 침구과",1667.06,37.7293302375,126.7629000228
파주시,브이아이씨365병원,10896,"경기도 파주시 책향기로 836, 3,4,5층 (와동동)",경기도 파주시 와동동 1458번지 1호,2020-01-20,영업/정상,,병원,40,33,25,"내과, 소아청소년과, 이비인후과",2970.07,37.7292725389,126.7637630457
파주시,인본병원,10892,"경기도 파주시 청암로17번길 31, 3~8층 (목동동)",경기도 파주시 목동동 933번지 1호,2020-02-26,영업/정상,,병원,145,45,42,"내과, 신경과, 정형외과, 신경외과, 영상의학과",4518.36,37.7284733218,126.7359004972
파주시,운정와이즈병원,10894,"경기도 파주시 금바위로 50, 2~7,10,11층 (와동동)","경기도 파주시 와동동 1378번지 2~7,10,11층",2019-12-06,영업/정상,,병원,95,67,47,"내과, 외과, 정형외과, 신경외과, 산부인과, 소아청소년과, 영상의학과, 가정의학과",5260.2,37.7289890408,126.7587954312
파주시,파주시티병원,10915,"경기도 파주시 금빛로 19, 파주프라임타워 2~7층 (금촌동)",경기도 파주시 금촌동 986-4 파주프라임타워,2017-06-14,영업/정상,,병원,129,29,42,"내과, 외과, 소아청소년과, 재활의학과",5856.97,37.7512812885,126.7664509826
파주시,달리자병원,10896,"경기도 파주시 경의로 1204, 월드타워 10차 6,7,8층 (와동동)",경기도 파주시 와동동 1423-2,2022-12-06,영업/정상,,병원,53,21,22,"내과, 정형외과, 신경외과, 마취통증의학과, 영상의학과, 재활의학과, 가정의학과",2517.09,37.7249863143,126.7615246537
파주시,코키아병원,10892,"경기도 파주시 청암로17번길 57, 2~10층 2,3층,402~405호,501,503호,6~10층호 (목동동)","경기도 파주시 목동동 937-1번지 2~10층 2,3층,402~405호,501,503호,6~10층호",2018-01-26,영업/정상,,병원,110,38,66,"내과, 정신건강의학과, 외과, 정형외과, 소아청소년과, 이비인후과, 피부과, 영상의학과, 가정의학과, 한방내과, 통합치의학과",4088.21,37.7292482813,126.7344853803
파주시,문산중앙병원,10823,"경기도 파주시 문산읍 문향로39번길 53, 문산중앙병원",경기도 파주시 문산읍 문산리 31번지 32호 문산중앙병원,2008-02-04,영업/정상,,병원,99,49,25,"내과, 정형외과, 신경외과, 성형외과, 마취통증의학과, 피부과, 영상의학과",1666.19,37.8542502070,126.7832328308
파주시,기대플러스병원,10892,"경기도 파주시 청암로17번길 33, 3,4층 (목동동, 현대메디칼프라자)","경기도 파주시 목동동 933번지 현대메디칼프라자 3,4층",2016-11-25,영업/정상,,병원,37,17,13,"내과, 정형외과, 신경외과, 마취통증의학과, 영상의학과",2370.24,37.7287108089,126.7363860182
파주시,미소래병원,10924,"경기도 파주시 금정7길 29, 미소래병원 (금촌동)",경기도 파주시 금촌동 949번지 1호 미소래병원,2012-03-01,영업/정상,,병원,30,10,19,산부인과,2619.3,37.7572724013,126.7747698389
파주시,파주미래아동병원,10905,"경기도 파주시 와석순환로 133, 5,6층 (동패동, 형성프라자)","경기도 파주시 동패동 1759번지 형성프라자 5,6층",2012-10-08,영업/정상,,병원,44,19,27,"내과, 소아청소년과, 안과, 이비인후과, 피부과, 가정의학과",1717.9,37.7121288369,126.7451220069
파주시,광탄현대병원,10948,경기도 파주시 광탄면 큰여울길 20-16,경기도 파주시 광탄면 신산리 188번지 118호,2010-08-16,영업/정상,,병원,51,6,11,"내과, 신경과, 마취통증의학과, 소아청소년과, 피부과, 재활의학과, 가정의학과",1220.95,37.7791966020,126.8496395595
파주시,가톨릭운정병원,10896,"경기도 파주시 책향기로 830, 3~4층 (와동동)",경기도 파주시 와동동 1456-3,2021-04-01,폐업,2022-05-23,병원,30,2,9,"내과, 외과, 정형외과, 신경외과, 심장혈관흉부외과, 마취통증의학과, 재활의학과, 가정의학과, 직업환경의학과, 한방내과",2077.36,37.7293302375,126.7629000228
파주시,파주성모병원,413-841,경기도 파주시 탄현면 평화로574번길 290,"경기도 파주시 탄현면 갈현리 290번지 1,2,3층(3층일부)",2008-03-20,폐업,2014-02-21,병원,138,9,13,"내과, 외과, 정형외과, 영상의학과",3042.65,,
파주시,늘편한병원,413-874,경기도 파주시 법원읍 사임당로 826,경기도 파주시 법원읍 대능리 94번지 71호,2010-09-30,폐업,2013-10-08,병원,72,4,13,"내과, 외과, 정형외과, 신경외과, 마취통증의학과, 소아청소년과, 피부과, 비뇨의학과, 영상의학과",1074.8,37.8492976171,126.8724505895
파주시,광탄병원(동성의료재단),10948,경기도 파주시 광탄면 큰여울길 20-16,광탄면 신산리 188-118,2003-08-18,폐업,2010-02-19,병원,55,1,9,"내과, 외과, 정형외과, 신경외과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과, 영상의학과, 병리과, 재활의학과",1220.95,37.7791966020,126.8496395595
파주시,마디편한병원,10930,"경기도 파주시 중앙로 328 (금촌동, MH타워 3층,5층)",경기도 파주시 금촌동 329번지 158호,2008-03-03,폐업,2021-08-13,병원,62,9,13,"내과, 외과, 정형외과, 신경외과, 마취통증의학과, 소아청소년과, 영상의학과, 재활의학과",35348.33,37.7648959643,126.7745250969
파주시,우리병원,10826,경기도 파주시 법원읍 사임당로 826,법원읍 대능리 94-71,2008-02-20,폐업,2009-04-16,병원,70,4,13,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 안과, 이비인후과, 피부과, 재활의학과",1166.88,37.8492976171,126.8724505895
파주시,미래여성병원,10924,경기도 파주시 후곡로 19 (금촌동),경기도 파주시 금촌동 953번지 5호,2002-12-04,폐업,2018-05-01,병원,30,5,14,산부인과,2359,37.7557529111,126.7739105615
파주시,운정병원,10892,"경기도 파주시 청암로17번길 31, 3~8층 (목동동)",경기도 파주시 목동동 933번지 1호,2017-01-12,폐업,2018-11-17,병원,199,16,42,"내과, 외과, 정형외과, 신경외과, 마취통증의학과, 소아청소년과, 영상의학과, 재활의학과",6207.06,37.7284733218,126.7359004972
파주시,늘편한병원,10826,"경기도 파주시 법원읍 사임당로 826 (외1필지, 94-72외2필지)","경기도 파주시 법원읍 대능리 94번지 71호 외1필지, 94-72외2필지",2010-02-02,폐업,2010-02-03,병원,69,3,15,"내과, 정형외과",1458.74,37.8492976171,126.8724505895
파주시,메디인병원,10913,"경기도 파주시 금릉역로 190, 메디인병원 1동 (금촌동)",경기도 파주시 금촌동 495-1,2001-07-23,폐업,2022-04-01,병원,221,88,74,"내과, 신경과, 외과, 정형외과, 신경외과, 마취통증의학과, 산부인과, 소아청소년과, 비뇨의학과, 영상의학과, 진단검사의학과",5108.51,37.7610981986,126.7667173351
파주시,서울복음병원,10884,경기도 파주시 숲속노을로 273 (문발동),경기도 파주시 문발동 561번지 2호,2011-04-18,폐업,2013-06-28,병원,33,7,9,"내과, 신경과, 외과, 정형외과, 신경외과, 마취통증의학과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과, 재활의학과, 가정의학과",2515,37.7248572434,126.7109962005
파주시,우리병원,10826,경기도 파주시 법원읍 사임당로 826,경기도 파주시 법원읍 대능1리 94번지 71호,2009-04-16,폐업,2010-01-29,병원,70,4,13,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 소아청소년과, 안과, 이비인후과, 피부과, 비뇨의학과",1166.88,37.8492976171,126.8724505895
파주시,늘편한병원,10826,"경기도 파주시 법원읍 사임당로 826 (외1필지, 91-72외2필지)","경기도 파주시 법원읍 대능리 94번지 71호 외1필지, 91-72외2필지",2010-02-11,폐업,2010-09-30,병원,69,5,15,"내과, 외과, 정형외과",1458.74,37.8492976171,126.8724505895
평택시,의료법인백성의료재단 안중백병원,17817,경기도 평택시 안중읍 서동대로 1931-21 (안중백병원),경기도 평택시 안중읍 금곡리 205번지 10호,2003-02-27,영업/정상,,병원,293,34,62,"내과, 정신건강의학과, 외과, 정형외과, 영상의학과, 가정의학과, 직업환경의학과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 예방치과",6775.61,37.0034226893,126.9586414225
평택시,성심중앙병원,17936,"경기도 평택시 안중읍 안현로서6길 16, 성심중앙병원",경기도 평택시 안중읍 현화리 28번지 성심중앙병원,2000-12-14,영업/정상,,병원,81,16,18,"내과, 외과, 정형외과, 소아청소년과, 비뇨의학과, 영상의학과, 가정의학과",3033.73,36.9840497212,126.9276424286
평택시,의료법인 청파의료재단 송탄중앙병원,17719,경기도 평택시 오좌동길 17-16 (독곡동),경기도 평택시 독곡동 379번지 2호,1998-08-31,영업/정상,,병원,189,19,43,"내과, 정신건강의학과, 외과, 가정의학과, 한방내과",5558.38,37.0883924049,127.0639855822
평택시,스마일본병원,17854,"경기도 평택시 비전5로 37, 3층~6층 (비전동)",경기도 평택시 비전동 1097번지 1호,2017-03-27,영업/정상,,병원,82,20,22,"내과, 정형외과, 신경외과, 마취통증의학과, 영상의학과, 재활의학과",3074.21,37.0015889465,127.1146869601
평택시,평택21세기병원,17902,경기도 평택시 중앙로 288 (합정동),경기도 평택시 합정동 966번지 7호,2013-04-26,영업/정상,,병원,98,33,23,"내과, 정형외과, 신경외과, 마취통증의학과, 영상의학과",4683.65,36.9902752468,127.1144855747
평택시,서울제일병원,17763,"경기도 평택시 지산로 70, 2-7층 (지산동)",경기도 평택시 지산동 1078번지 2-7층,2012-10-25,영업/정상,,병원,108,29,26,"내과, 정형외과, 마취통증의학과, 영상의학과, 재활의학과, 가정의학과",4210.25,37.0797779061,127.0623810734
평택시,의료법인양진의료재단 성세아이들병원,17904,경기도 평택시 조개터로42번길 61 (합정동),경기도 평택시 합정동 774번지 1호 외 1필지(773-6),1985-12-23,영업/정상,,병원,44,19,27,"소아청소년과, 이비인후과",4406,36.9903562328,127.1062031389
평택시,연세다움병원,17897,"경기도 평택시 중앙로 105 (비전동, 외2필지)",경기도 평택시 비전동 731-5외 2필지,1982-12-27,영업/정상,,병원,71,23,23,"외과, 정형외과, 신경외과, 영상의학과, 병리과",4329.99,36.9935903917,127.0948923166
평택시,평택우리병원,17854,"경기도 평택시 비전5로 20-18, 가로수빌딩 1~4층 1층(102호),2층~4층호 (비전동)",경기도 평택시 비전동 1103 가로수빌딩,2020-10-30,영업/정상,,병원,61,52,17,"내과, 정형외과, 신경외과, 마취통증의학과, 영상의학과, 진단검사의학과, 재활의학과",3600.36,36.9988810256,127.1135767501
평택시,서울제일병원,17936,경기도 평택시 안중읍 안현로 429,경기도 평택시 안중읍 297번지 11호,2008-10-01,영업/정상,,병원,98,9,20,"내과, 외과, 정형외과, 신경외과, 재활의학과",3020.82,36.9881523917,126.9316345653
평택시,평택비전병원,17854,경기도 평택시 비전4로 47 (비전동),경기도 평택시 비전동 1096번지,2017-01-04,영업/정상,,병원,74,7,19,"내과, 외과, 정형외과, 마취통증의학과, 재활의학과, 가정의학과",2009.24,37.0024539834,127.1145814414
평택시,의료법인자비의료재단 송탄센트럴병원,17777,"경기도 평택시 점촌로19번길 60, 제1층 103호, 제2층 201호 (서정동)",경기도 평택시 서정동 867,2022-10-26,영업/정상,,병원,30,0,8,"내과, 신경과, 마취통증의학과, 소아청소년과, 가정의학과",1069.33,37.0660552434,127.0567231224
평택시,의료법인 원융의료재단 혜인병원,459-813,경기도 평택시 점촌로19번길 60 (서정동),경기도 평택시 서정동 867번지,2002-06-17,취소/말소/만료/정지/중지,2018-02-19,병원,96,8,18,"내과, 외과, 정형외과, 신경외과, 소아청소년과, 재활의학과, 가정의학과",3525.02,37.0660552434,127.0567231224
